,HHID,DroughtExp,FloodExp,PestsExp,FrostExp,HailExp,HeatExp,GroundwaterExp,HazardNumber,HazardIndex
303,2610002,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
304,2610003,7.0,0.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
305,2610004,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2,-0.8271838693220235
306,2610005,7.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
307,2610007,3.0,1.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
308,2610009,4.0,4.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
309,2610010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
310,2610011,4.0,4.0,7.0,4.0,0.0,0.0,0.0,4,0.685035270206356
311,2610012,1.0,2.0,4.0,1.0,0.0,0.0,0.0,4,0.685035270206356
312,2610013,3.0,4.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
313,2610014,4.0,4.0,7.0,4.0,0.0,0.0,0.0,4,0.685035270206356
314,2610015,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
315,2610017,0.0,5.0,7.0,1.0,2.0,0.0,0.0,4,0.685035270206356
316,2610018,4.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
317,2610019,1.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
318,2610020,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
319,2610021,2.0,2.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
320,2610022,7.0,2.0,7.0,7.0,0.0,1.0,0.0,5,1.4411448399705458
321,2610023,0.0,1.0,7.0,1.0,0.0,0.0,5.0,4,0.685035270206356
322,2610024,7.0,0.0,7.0,0.0,0.0,7.0,0.0,3,-0.07107429955783373
323,2610025,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
324,2610026,7.0,7.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
325,2610027,7.0,1.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
326,2610028,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
327,2610029,7.0,7.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
328,2610031,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
329,2610032,7.0,7.0,7.0,0.0,1.0,7.0,0.0,5,1.4411448399705458
330,2610033,0.0,7.0,7.0,0.0,0.0,7.0,0.0,3,-0.07107429955783373
331,2610034,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
332,2610035,3.0,5.0,7.0,0.0,3.0,0.0,0.0,4,0.685035270206356
333,2610036,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
334,2610037,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
335,2610038,1.0,1.0,6.0,0.0,0.0,1.0,0.0,4,0.685035270206356
336,2610040,0.0,1.0,7.0,7.0,1.0,0.0,0.0,4,0.685035270206356
337,2610041,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4,0.685035270206356
338,2610042,0.0,2.0,7.0,6.0,0.0,0.0,0.0,3,-0.07107429955783373
339,2610043,3.0,1.0,7.0,3.0,0.0,2.0,0.0,5,1.4411448399705458
340,2610044,4.0,1.0,7.0,3.0,0.0,0.0,0.0,4,0.685035270206356
341,2610045,4.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
342,2610046,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
343,2610047,3.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
344,2610048,0.0,2.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
345,2610049,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
346,2610050,0.0,2.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
347,2610051,0.0,4.0,7.0,4.0,7.0,0.0,0.0,4,0.685035270206356
348,2610052,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
349,2610053,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3,-0.07107429955783373
350,2610054,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
351,2610055,7.0,7.0,7.0,7.0,1.0,7.0,0.0,6,2.1972544097347355
352,2610056,2.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
353,2610057,3.0,4.0,7.0,7.0,2.0,0.0,0.0,5,1.4411448399705458
354,2610058,4.0,2.0,7.0,3.0,0.0,0.0,0.0,4,0.685035270206356
355,2610059,5.0,0.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
356,2610060,2.0,2.0,7.0,2.0,1.0,0.0,0.0,5,1.4411448399705458
357,2610061,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
358,2610062,4.0,2.0,7.0,3.0,0.0,0.0,0.0,4,0.685035270206356
359,2610063,2.0,2.0,7.0,4.0,2.0,0.0,0.0,5,1.4411448399705458
360,2610064,4.0,2.0,7.0,4.0,0.0,0.0,0.0,4,0.685035270206356
361,2610066,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
362,2610067,7.0,2.0,7.0,7.0,1.0,0.0,0.0,5,1.4411448399705458
363,2610068,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2,-0.8271838693220235
364,2610070,4.0,1.0,7.0,2.0,0.0,0.0,0.0,4,0.685035270206356
365,2610071,7.0,3.0,7.0,0.0,0.0,7.0,0.0,4,0.685035270206356
366,2610072,1.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
367,2610073,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
368,2610074,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
369,2610075,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
370,2610076,1.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
371,2610077,3.0,3.0,7.0,6.0,1.0,0.0,0.0,5,1.4411448399705458
372,2610078,3.0,1.0,7.0,3.0,0.0,0.0,0.0,4,0.685035270206356
373,2610079,0.0,4.0,7.0,2.0,0.0,0.0,0.0,3,-0.07107429955783373
374,2610081,0.0,2.0,4.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
375,2610083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
376,2610084,1.0,1.0,3.0,7.0,0.0,0.0,0.0,4,0.685035270206356
377,2610085,0.0,1.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
378,2610086,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
379,2610087,0.0,2.0,4.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
380,2610088,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
381,2610090,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5,1.4411448399705458
382,2610091,7.0,7.0,7.0,7.0,0.0,0.0,7.0,5,1.4411448399705458
383,2610092,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7,2.953363979498925
384,2610093,0.0,1.0,7.0,1.0,0.0,7.0,7.0,5,1.4411448399705458
385,2610095,7.0,7.0,7.0,4.0,0.0,7.0,0.0,5,1.4411448399705458
386,2610100,7.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
387,2610101,3.0,0.0,7.0,7.0,0.0,7.0,0.0,4,0.685035270206356
388,2610102,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
389,2610103,7.0,1.0,0.0,0.0,0.0,7.0,0.0,3,-0.07107429955783373
390,2610104,7.0,0.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
391,2610105,1.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
392,2610106,7.0,0.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
393,2610107,0.0,2.0,7.0,2.0,0.0,0.0,0.0,3,-0.07107429955783373
394,2610108,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
395,2610109,7.0,2.0,1.0,1.0,0.0,0.0,0.0,4,0.685035270206356
396,2610111,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
397,2610118,1.0,2.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
398,2610119,7.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
399,2610123,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
400,2610124,1.0,1.0,7.0,0.0,0.0,0.0,1.0,4,0.685035270206356
401,2611001,0.0,2.0,1.0,6.0,0.0,0.0,0.0,3,-0.07107429955783373
402,2611002,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
403,2611003,0.0,3.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
404,2611004,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
405,2611005,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
406,2611006,0.0,0.0,2.0,4.0,1.0,2.0,0.0,4,0.685035270206356
407,2611007,0.0,2.0,7.0,2.0,0.0,0.0,0.0,3,-0.07107429955783373
408,2611008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,-0.8271838693220235
409,2611009,1.0,2.0,5.0,0.0,0.0,1.0,0.0,4,0.685035270206356
410,2611010,7.0,4.0,3.0,7.0,0.0,0.0,0.0,4,0.685035270206356
411,2611011,4.0,2.0,7.0,3.0,0.0,0.0,0.0,4,0.685035270206356
412,2611012,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2,-0.8271838693220235
413,2611013,7.0,1.0,1.0,1.0,0.0,0.0,0.0,4,0.685035270206356
414,2611014,4.0,3.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
415,2611015,4.0,3.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
416,2611016,3.0,2.0,7.0,6.0,1.0,0.0,0.0,5,1.4411448399705458
417,2611017,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
418,2611018,5.0,2.0,7.0,7.0,0.0,7.0,5.0,6,2.1972544097347355
419,2611019,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3,-0.07107429955783373
420,2611020,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
421,2611021,0.0,2.0,4.0,4.0,0.0,0.0,0.0,3,-0.07107429955783373
422,2611024,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
423,2611025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
424,2611026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
425,2611027,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
426,2611028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
427,2611030,3.0,2.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
428,2611032,1.0,2.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
429,2611033,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
430,2611034,0.0,2.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
431,2611036,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3,-0.07107429955783373
432,2611037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
433,2611038,2.0,2.0,7.0,1.0,0.0,0.0,1.0,5,1.4411448399705458
434,2611039,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
435,2611040,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3,-0.07107429955783373
436,2611041,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
437,2611042,0.0,1.0,7.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
438,2611044,7.0,2.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
439,2611045,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
440,2611046,0.0,2.0,7.0,7.0,0.0,0.0,0.0,3,-0.07107429955783373
441,2611049,7.0,2.0,6.0,6.0,0.0,7.0,0.0,5,1.4411448399705458
442,2611051,7.0,1.0,7.0,7.0,1.0,0.0,0.0,5,1.4411448399705458
443,2611052,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
444,2611053,4.0,4.0,7.0,3.0,2.0,0.0,0.0,5,1.4411448399705458
445,2611054,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
446,2611056,4.0,3.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
447,2611058,7.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
448,2611060,7.0,2.0,7.0,1.0,0.0,0.0,0.0,4,0.685035270206356
449,2611061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
450,2611062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
451,2611063,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
452,2611064,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
453,2611065,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
454,2611067,3.0,1.0,7.0,7.0,1.0,0.0,0.0,5,1.4411448399705458
455,2611068,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
456,2611069,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
457,2611070,5.0,0.0,7.0,7.0,0.0,7.0,7.0,5,1.4411448399705458
458,2611071,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
459,2611072,0.0,3.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
460,2611073,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
461,2611074,5.0,2.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
462,2611075,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
463,2611076,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
464,2611077,7.0,7.0,7.0,7.0,0.0,0.0,7.0,5,1.4411448399705458
465,2611078,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2,-0.8271838693220235
466,2611080,6.0,4.0,7.0,1.0,0.0,7.0,6.0,6,2.1972544097347355
467,2611081,6.0,3.0,7.0,1.0,0.0,6.0,6.0,6,2.1972544097347355
468,2611083,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
469,2611084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
470,2611085,0.0,1.0,7.0,0.0,0.0,7.0,0.0,3,-0.07107429955783373
471,2611086,6.0,2.0,7.0,3.0,0.0,0.0,6.0,5,1.4411448399705458
472,2611087,4.0,3.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
473,2611088,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
474,2611089,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
475,2611090,0.0,2.0,1.0,7.0,1.0,0.0,0.0,4,0.685035270206356
476,2611091,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
477,2611092,0.0,7.0,7.0,7.0,0.0,7.0,7.0,5,1.4411448399705458
478,2611093,0.0,7.0,7.0,7.0,0.0,0.0,7.0,4,0.685035270206356
479,2611094,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
480,2611095,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
481,2611096,5.0,2.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
482,2611097,2.0,4.0,7.0,7.0,0.0,7.0,5.0,6,2.1972544097347355
483,2611098,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
484,2611099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
485,2611100,0.0,7.0,7.0,0.0,2.0,0.0,0.0,3,-0.07107429955783373
486,2611101,1.0,4.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
487,2611102,7.0,7.0,7.0,7.0,0.0,7.0,7.0,6,2.1972544097347355
488,2611103,7.0,7.0,7.0,7.0,0.0,7.0,0.0,5,1.4411448399705458
489,2611104,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3,-0.07107429955783373
490,2611105,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2,-0.8271838693220235
491,2611106,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
492,2611109,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
493,2611110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.5832934390862132
494,2611111,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3,-0.07107429955783373
495,2611114,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3,-0.07107429955783373
496,2611115,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
497,2611117,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
498,2611118,4.0,7.0,7.0,7.0,0.0,0.0,0.0,4,0.685035270206356
499,2611119,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2,-0.8271838693220235
