,HHID,IWTime,SN,Age,Gender,M_Status,Class,S_Name,Occupation,livedOutside,Address,WhenMove,BirthPlace,MoveHereYear,Caste,Own Land,Annual Income,Land Owned,Secondary,Brahmin-Chetri,Gurung-Magar-Tamang,Dalit,Newar,Tharu-Darai-Kumal,Other
214,2309151,0:04,1,59,1,3,0,0,5,0,0,-1,0,-1,2,1,150000,0.0,0,0,1,0,0,0,0
215,2309152,0:04,1,37,1,1,5,0,5,0,0,-1,N78,2058-08,2,1,500000,0.0,0,0,1,0,0,0,0
216,2309154,0:05,1,27,1,1,9,0,5,0,0,-1,0,-1,2,1,200000,0.0,1,0,1,0,0,0,0
217,2309155,0:04,1,57,1,1,0,0,5,0,0,-1,0,-1,4,1,40000,0.0,0,0,0,0,1,0,0
218,2309158,0:13,1,56,1,1,2,0,5,0,0,-1,N56,2036-04,5,1,300000,0.0,0,0,0,0,0,1,0
219,2309159,0:08,1,56,1,1,0,0,5,0,0,-1,N78,2038-10,5,1,400000,0.0,0,0,0,0,0,1,0
220,2309160,0:06,1,33,1,1,5,0,3,0,0,-1,N56,2069-06,5,1,550000,0.0,0,0,0,0,0,1,0
221,2309163,0:07,1,39,0,1,10,0,3,1,0,-1,0,-1,5,1,150000,0.0,1,0,0,0,0,1,0
222,2309165,0:05,1,44,0,1,5,0,5,1,0,-1,N56,2053-10,5,1,50000,0.0,0,0,0,0,0,1,0
223,2309170,0:03,1,45,1,1,0,0,5,0,0,-1,N78,2049-06,5,1,40000,0.0,0,0,0,0,0,1,0
224,2309171,0:06,1,31,0,1,12,0,3,1,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
225,2309174,0:05,1,30,1,1,0,0,3,1,0,-1,0,-1,6,1,100000,0.0,0,0,0,0,0,0,1
226,2309183,0:08,1,42,0,1,1,0,3,1,0,-1,0,-1,5,1,150000,0.0,0,0,0,0,0,1,0
227,2309184,0:08,1,45,0,1,0,0,5,1,0,-1,0,-1,3,1,70000,1.0,0,0,0,1,0,0,0
228,2309185,0:04,1,35,0,1,0,0,5,1,0,-1,0,-1,3,1,150000,0.0,0,0,0,1,0,0,0
229,2309187,0:10,1,22,1,1,8,0,5,0,0,-1,N78,2074-01,3,1,50000,0.0,1,0,0,1,0,0,0
230,2309189,0:10,1,20,1,0,8,0,5,0,0,-1,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
231,2309191,0:05,1,45,1,1,5,0,5,0,0,-1,N68,2069-01,1,1,200000,0.0,0,1,0,0,0,0,0
232,2309192,0:05,1,40,1,1,7,0,5,0,0,-1,N68,2062-08,1,1,400000,0.0,1,1,0,0,0,0,0
233,2309196,0:07,1,65,0,1,0,0,5,0,0,-1,N61,2017-03,1,1,80000,0.0,0,1,0,0,0,0,0
234,2309197,0:09,1,42,1,1,10,0,5,0,0,-1,N56,2061-03,1,1,300000,0.0,1,1,0,0,0,0,0
235,2309198,0:11,1,43,1,1,0,0,5,0,0,-1,N63,2048-10,1,1,50000,5.0,0,1,0,0,0,0,0
236,2309199,0:08,1,43,0,1,10,0,3,0,0,-1,N56,2038-12,2,1,50000,0.0,1,0,1,0,0,0,0
237,2309204,0:05,1,35,1,1,7,0,5,0,0,-1,N78,2060-11,1,1,400000,0.0,1,1,0,0,0,0,0
238,2309205,0:06,1,48,0,1,7,0,5,0,0,-1,N71,2036-04,1,1,300000,0.0,1,1,0,0,0,0,0
239,2309207,0:06,1,44,1,1,10,0,5,0,0,-1,0,-1,2,1,80000,0.0,1,0,1,0,0,0,0
240,2309208,0:07,1,41,1,1,9,0,5,0,0,-1,N63,2077-08,1,1,285000,0.0,1,1,0,0,0,0,0
241,2309211,0:08,1,48,1,1,10,0,5,0,0,-1,N56,2051-01,1,1,694000,15.0,1,1,0,0,0,0,0
242,2309212,0:09,1,54,1,1,3,0,5,1,0,-1,N93,2060-08,1,1,800000,0.0,0,1,0,0,0,0,0
243,2309214,0:06,1,45,1,1,7,0,5,0,0,-1,N68,2060-02,1,1,300000,0.0,1,1,0,0,0,0,0
244,2309217,0:05,1,50,1,1,0,0,5,0,0,-1,N68,2049-11,1,1,450000,0.0,0,1,0,0,0,0,0
245,2309218,0:07,1,28,1,1,10,0,6,0,0,-1,N56,2070-11,5,1,640000,0.0,1,0,0,0,0,1,0
246,2309219,0:05,1,40,1,1,8,0,5,0,0,-1,N68,2074-01,1,1,200000,0.0,1,1,0,0,0,0,0
247,2309222,0:10,1,55,1,1,0,0,5,0,0,-1,N56,2045-01,5,1,300000,0.0,0,0,0,0,0,1,0
248,2309227,0:05,1,57,0,1,9,0,5,0,0,-1,N67,2062-10,1,1,400000,0.0,1,1,0,0,0,0,0
249,2309228,0:05,1,49,0,1,0,0,5,1,0,-1,0,-1,5,1,50000,0.0,0,0,0,0,0,1,0
250,2309229,0:07,1,45,0,1,6,0,3,1,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
251,2309232,0:13,1,67,0,1,5,0,5,0,0,-1,N68,2051-01,1,1,1100000,10.0,0,1,0,0,0,0,0
252,2309233,0:05,1,46,0,1,12,0,5,0,0,-1,N68,2049-12,1,1,250000,3.0,1,1,0,0,0,0,0
253,2605003,0:09,1,56,1,1,10,0,6,1,0,-1,N56,2040-11,1,1,500000,0.0,1,1,0,0,0,0,0
254,2605004,0:08,1,68,0,1,1,0,5,1,0,-1,N65,2066-10,1,1,400000,0.0,0,1,0,0,0,0,0
255,2605005,0:04,1,51,0,1,8,0,1,0,0,-1,0,-1,1,1,500000,0.0,1,1,0,0,0,0,0
256,2605009,0:09,1,57,1,3,0,0,5,0,0,-1,N49,2069-09,1,1,300000,0.0,0,1,0,0,0,0,0
257,2605016,0:08,1,23,1,1,9,0,5,0,0,-1,N64,2073-01,2,1,250000,0.0,1,0,1,0,0,0,0
258,2605017,0:10,1,43,1,1,0,0,5,0,0,-1,N64,2050-08,2,1,340000,0.0,0,0,1,0,0,0,0
259,2605018,0:04,1,70,1,1,0,0,5,0,0,-1,N63,2028-12,2,1,40000,0.0,0,0,1,0,0,0,0
260,2605019,0:14,1,69,0,1,5,0,5,0,0,-1,N63,2021-01,2,1,400000,0.0,0,0,1,0,0,0,0
261,2605021,0:05,1,39,1,1,12,0,2,0,0,-1,N64,2060-01,2,1,400000,0.0,1,0,1,0,0,0,0
262,2605022,0:05,1,31,1,1,10,0,5,0,0,-1,N63,2069-03,2,1,400000,0.0,1,0,1,0,0,0,0
263,2605023,0:04,1,32,0,1,10,0,3,1,0,-1,N67,2076-01,1,0,120000,0.0,1,1,0,0,0,0,0
264,2605024,0:06,1,56,0,1,5,0,5,1,0,-1,N63,2025-12,2,1,50000,0.0,0,0,1,0,0,0,0
265,2605025,0:05,1,42,0,1,10,0,2,1,0,-1,F091,2049-12,1,1,26000,0.0,1,1,0,0,0,0,0
266,2605026,0:06,1,42,0,1,10,0,2,1,F971,2069-07,N56,2075-01,1,0,600000,10.0,1,1,0,0,0,0,0
267,2605027,0:04,1,82,0,1,0,0,5,1,0,-1,N67,2049-12,1,1,5000,0.0,0,1,0,0,0,0,0
268,2605029,0:04,1,68,0,1,10,0,5,1,0,-1,N67,2061-07,1,1,400000,0.0,1,1,0,0,0,0,0
269,2605030,0:08,1,42,1,1,10,0,5,0,0,-1,N56,2058-02,1,1,300000,0.0,1,1,0,0,0,0,0
270,2605031,0:08,1,52,1,1,10,0,5,0,0,-1,N63,2049-10,2,1,1000000,0.0,1,0,1,0,0,0,0
271,2605032,0:09,1,55,0,1,4,0,5,1,0,-1,0,-1,2,1,150000,0.0,0,0,1,0,0,0,0
272,2605033,0:10,1,50,0,1,5,0,1,1,0,-1,0,-1,1,1,120000,0.0,0,1,0,0,0,0,0
273,2605042,0:05,1,26,1,1,14,PII,4,0,0,-1,N84,2077-04,1,1,100000,0.0,1,1,0,0,0,0,0
274,2605045,0:09,1,23,1,0,14,PII,4,0,0,-1,N56,2067-01,3,1,500000,0.0,1,0,0,1,0,0,0
275,2605046,0:05,1,75,0,1,9,0,5,0,0,-1,N62,2060-07,1,1,80000,7.0,1,1,0,0,0,0,0
276,2605048,0:05,1,43,1,1,3,0,2,0,0,-1,N63,2062,1,1,300000,0.0,0,1,0,0,0,0,0
277,2605049,0:10,1,49,1,1,0,0,5,0,0,-1,N65,2057-01,2,1,300000,0.0,0,0,1,0,0,0,0
278,2605050,0:05,1,28,0,1,8,0,5,1,0,-1,0,-1,1,1,150000,0.0,1,1,0,0,0,0,0
279,2605051,0:03,1,54,1,1,0,0,5,0,0,-1,N56,2038,1,1,50000,7.0,0,1,0,0,0,0,0
280,2605052,0:10,1,25,1,0,12,PII,4,0,0,-1,N65,2070-01,2,1,150000,0.0,1,0,1,0,0,0,0
281,2605053,0:03,1,61,1,3,0,0,5,1,0,-1,F091,2051,1,1,100000,0.0,0,1,0,0,0,0,0
282,2605055,0:03,1,33,1,1,7,0,5,1,0,-1,F091,2064-08,2,1,200000,0.0,1,0,1,0,0,0,0
283,2605056,0:06,1,40,1,1,10,0,5,0,0,-1,N56,2061-01,1,1,500000,0.0,1,1,0,0,0,0,0
284,2605058,0:08,1,40,1,1,12,0,6,0,0,-1,N56,2063-11,1,1,500000,0.0,1,1,0,0,0,0,0
285,2605059,0:10,1,44,1,1,10,0,5,1,0,-1,N63,2072-04,1,1,300000,0.0,1,1,0,0,0,0,0
286,2605061,0:12,1,72,0,1,0,0,5,0,0,-1,N63,2075-11,1,1,100000,0.0,0,1,0,0,0,0,0
287,2605062,0:08,1,53,0,1,8,0,5,1,0,-1,N63,2068-01,1,1,350000,0.0,1,1,0,0,0,0,0
288,2605064,0:05,1,43,0,1,8,0,5,1,0,-1,N67,2066-12,1,1,300000,0.0,1,1,0,0,0,0,0
289,2605065,0:05,1,30,1,1,8,0,5,0,0,-1,N56,2069-11,1,1,250000,0.0,1,1,0,0,0,0,0
290,2605066,0:07,1,45,1,3,0,0,5,1,0,-1,N65,2068-10,1,1,100000,0.0,0,1,0,0,0,0,0
291,2605067,0:06,1,35,1,1,10,0,5,0,0,-1,N67,2072-01,1,1,300000,0.0,1,1,0,0,0,0,0
292,2605068,0:12,1,40,1,1,7,0,5,0,0,-1,N63,2068-02,1,1,300000,0.0,1,1,0,0,0,0,0
293,2605076,0:14,1,57,0,1,12,0,5,0,0,-1,0,-1,1,1,800000,0.0,1,1,0,0,0,0,0
294,2605078,0:09,1,49,0,1,5,0,1,1,0,-1,N63,2062-09,1,1,400000,0.0,0,1,0,0,0,0,0
295,2605080,0:03,1,40,1,1,10,0,5,1,0,-1,N67,2068-09,1,1,100000,0.0,1,1,0,0,0,0,0
296,2605081,0:04,1,66,1,1,0,0,5,0,0,-1,N64,2017-02,2,1,100000,0.0,0,0,1,0,0,0,0
297,2605083,0:09,1,31,0,1,12,0,0,1,0,-1,N49,2048-08,1,1,200000,0.0,1,1,0,0,0,0,0
298,2605084,0:05,1,46,1,1,4,0,5,0,0,-1,N56,2069-01,2,1,250000,10.0,0,0,1,0,0,0,0
299,2605085,0:04,1,30,1,1,4,0,5,0,0,-1,N65,2072-10,2,1,200000,0.0,0,0,1,0,0,0,0
300,2605086,0:07,1,22,0,0,12,PII,4,0,0,-1,N64,2073-02,3,0,250000,0.0,1,0,0,1,0,0,0
301,2605089,0:06,1,36,1,1,10,0,5,0,0,-1,N63,2069-03,1,1,500000,0.0,1,1,0,0,0,0,0
302,2610001,0:04,1,54,1,1,0,0,5,0,0,-1,0,-1,3,1,20000,0.0,0,0,0,1,0,0,0
303,2610002,0:06,1,38,1,1,0,0,5,0,0,-1,N64,2057-11,3,1,200000,0.0,0,0,0,1,0,0,0
304,2610003,0:04,1,40,1,0,8,0,5,0,0,-1,0,-1,3,1,70000,5.0,1,0,0,1,0,0,0
305,2610004,0:03,1,85,0,1,0,0,5,0,0,-1,N10,2042-01,2,1,40000,0.0,0,0,1,0,0,0,0
306,2610005,0:07,1,37,1,1,6,0,5,0,0,-1,N56,2066-10,5,1,200000,0.0,1,0,0,0,0,1,0
307,2610007,0:05,1,31,0,1,5,0,5,1,0,-1,0,-1,5,1,30000,0.0,0,0,0,0,0,1,0
308,2610009,0:06,1,50,1,1,0,0,5,0,0,-1,N56,2047-03,5,1,100000,0.0,0,0,0,0,0,1,0
309,2610010,0:06,1,26,1,1,12,0,5,0,0,-1,N78,2073-02,5,1,160000,0.0,1,0,0,0,0,1,0
310,2610011,0:07,1,74,1,1,0,0,5,0,0,-1,N65,2032-02,2,1,300000,0.0,0,0,1,0,0,0,0
311,2610012,0:08,1,42,1,1,3,0,5,0,0,-1,0,-1,5,1,200000,0.0,0,0,0,0,0,1,0
312,2610013,0:07,1,36,1,1,8,0,5,0,0,-1,N56,2069-01,5,1,200000,0.0,1,0,0,0,0,1,0
313,2610014,0:06,1,34,1,1,7,0,5,0,0,-1,N78,2071-01,5,1,300000,0.0,1,0,0,0,0,1,0
314,2610015,0:10,1,26,0,0,10,0,1,0,0,-1,0,-1,5,1,400000,0.0,1,0,0,0,0,1,0
315,2610017,0:06,1,43,0,1,10,0,5,1,0,-1,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
316,2610018,0:08,1,51,0,0,10,0,2,1,F971,2069-05,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
317,2610019,0:07,1,39,0,1,8,0,5,0,0,-1,0,-1,5,1,90000,0.0,1,0,0,0,0,1,0
318,2610020,0:13,1,38,0,1,7,0,0,1,0,-1,0,-1,5,1,250000,0.0,1,0,0,0,0,1,0
319,2610021,0:05,1,59,1,1,0,0,5,0,0,-1,N78,2040-01,5,1,250000,0.0,0,0,0,0,0,1,0
320,2610022,0:03,1,30,1,1,9,0,5,0,0,-1,N56,2068-11-12,5,1,70000,0.0,1,0,0,0,0,1,0
321,2610023,0:07,1,50,0,1,0,0,5,0,0,-1,0,-1,5,1,300000,0.0,0,0,0,0,0,1,0
322,2610024,0:05,1,50,1,1,0,0,5,0,0,-1,N56,2049-11,5,1,200000,0.0,0,0,0,0,0,1,0
323,2610025,0:10,1,40,0,1,7,0,5,1,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
324,2610026,0:03,1,35,1,1,0,0,5,0,0,-1,0,-1,5,1,300000,0.0,0,0,0,0,0,1,0
325,2610027,0:05,1,36,0,1,8,0,2,1,F966,2078-06,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
326,2610028,0:03,1,64,0,1,10,0,5,0,0,-1,0,-1,5,1,600000,0.0,1,0,0,0,0,1,0
327,2610029,0:05,1,31,1,1,8,0,5,0,0,-1,N12,2068-08,1,1,50000,0.0,1,1,0,0,0,0,0
328,2610031,0:10,1,70,0,1,3,0,5,0,0,-1,0,-1,5,1,150000,0.0,0,0,0,0,0,1,0
329,2610032,0:04,1,38,0,1,10,0,1,1,0,-1,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
330,2610033,0:07,1,49,1,1,0,0,5,0,0,-1,N55,2067-05,5,1,200000,0.0,0,0,0,0,0,1,0
331,2610034,0:15,1,28,0,1,12,0,1,0,0,-1,0,-1,5,1,600000,0.0,1,0,0,0,0,1,0
332,2610035,0:10,1,33,1,1,7,0,5,0,0,-1,N56,2061-01,5,1,200000,0.0,1,0,0,0,0,1,0
333,2610036,0:13,1,37,1,1,6,0,5,0,0,-1,N56,2065-01,5,1,70000,0.0,1,0,0,0,0,1,0
334,2610037,0:05,1,42,0,1,9,0,5,1,0,-1,0,-1,5,1,100000,0.0,1,0,0,0,0,1,0
335,2610038,0:13,1,48,0,1,10,0,5,1,0,-1,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
336,2610040,0:06,1,45,0,1,10,0,5,1,0,-1,0,-1,5,1,350000,0.0,1,0,0,0,0,1,0
337,2610041,0:06,1,53,0,1,14,0,5,0,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
338,2610042,0:08,1,53,0,1,14,0,5,1,0,-1,0,-1,5,1,650000,0.0,1,0,0,0,0,1,0
339,2610043,0:05,1,64,0,1,12,0,1,0,0,-1,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
340,2610044,0:06,1,50,1,1,0,0,5,0,0,-1,0,-1,5,1,80000,0.0,0,0,0,0,0,1,0
341,2610045,0:06,1,41,1,1,5,0,5,0,0,-1,N71,2055-10,5,1,85000,0.0,0,0,0,0,0,1,0
342,2610046,0:05,1,41,0,1,10,0,5,1,0,-1,0,-1,5,1,132000,1.0,1,0,0,0,0,1,0
343,2610047,0:04,1,40,0,1,10,0,5,1,0,-1,0,-1,5,1,80000,0.0,1,0,0,0,0,1,0
344,2610048,0:12,1,62,1,1,0,0,5,0,0,-1,N56,2032-10,5,1,300000,0.0,0,0,0,0,0,1,0
345,2610049,0:05,1,53,1,1,0,0,5,0,0,-1,N56,2040,5,1,280000,9.0,0,0,0,0,0,1,0
346,2610050,0:11,1,60,1,1,0,0,5,0,0,-1,0,-1,5,1,60000,0.0,0,0,0,0,0,1,0
347,2610051,0:05,1,30,1,1,12,0,5,0,0,-1,0,-1,5,1,250000,0.0,1,0,0,0,0,1,0
348,2610052,0:04,1,34,1,1,12,0,5,0,0,-1,N56,2063-11,5,1,200000,0.0,1,0,0,0,0,1,0
349,2610053,0:07,1,32,1,1,0,0,5,0,0,-1,N78,2067-01,5,1,100000,0.0,0,0,0,0,0,1,0
350,2610054,0:06,1,33,1,1,6,0,5,0,0,-1,0,-1,5,1,600000,0.0,1,0,0,0,0,1,0
351,2610055,0:05,1,40,0,1,10,0,5,0,0,-1,0,-1,5,1,200000,2.0,1,0,0,0,0,1,0
352,2610056,0:05,1,51,0,1,7,0,5,0,0,-1,0,-1,5,1,100000,0.0,1,0,0,0,0,1,0
353,2610057,0:08,1,28,1,1,10,0,5,0,0,-1,N78,2069-03,5,1,250000,0.0,1,0,0,0,0,1,0
354,2610058,0:06,1,27,1,1,10,0,5,0,0,-1,N78,2070-08,5,1,100000,0.0,1,0,0,0,0,1,0
355,2610059,0:09,1,24,1,1,8,0,5,0,0,-1,N56,2074-11,5,1,250000,0.0,1,0,0,0,0,1,0
356,2610060,0:10,1,25,1,1,9,0,5,0,0,-1,N56,2074-10,5,1,250000,0.0,1,0,0,0,0,1,0
357,2610061,0:11,1,50,1,1,0,0,5,0,0,-1,N78,2048-01,5,1,300000,0.0,0,0,0,0,0,1,0
358,2610062,0:08,1,60,1,1,0,0,5,0,0,-1,0,-1,5,1,300000,0.0,0,0,0,0,0,1,0
359,2610063,0:10,1,58,1,1,0,0,5,0,0,-1,N62,2068-08,5,0,100000,0.0,0,0,0,0,0,1,0
360,2610064,0:09,1,49,1,1,0,0,5,0,0,-1,0,-1,5,1,500000,0.0,0,0,0,0,0,1,0
361,2610066,0:08,1,53,1,1,0,0,5,0,0,-1,N56,2045-02,5,1,160000,11.0,0,0,0,0,0,1,0
362,2610067,0:07,1,56,0,1,0,0,5,0,0,-1,0,-1,5,1,100000,0.0,0,0,0,0,0,1,0
363,2610068,0:08,1,41,0,1,10,0,5,1,0,-1,0,-1,5,1,600000,1.0,1,0,0,0,0,1,0
364,2610070,0:06,1,49,1,1,0,0,5,0,0,-1,N78,2050-01,5,1,300000,0.0,0,0,0,0,0,1,0
365,2610071,0:05,1,38,1,1,3,0,5,0,0,-1,N56,2060-02,5,1,100000,0.0,0,0,0,0,0,1,0
366,2610072,0:07,1,39,0,1,11,0,1,1,0,-1,0,-1,5,1,350000,0.0,1,0,0,0,0,1,0
367,2610073,0:06,1,34,0,1,10,0,5,1,0,-1,0,-1,5,1,25000,0.0,1,0,0,0,0,1,0
368,2610074,0:08,1,55,0,1,0,0,5,0,0,-1,0,-1,5,1,100000,0.0,0,0,0,0,0,1,0
369,2610075,0:05,1,30,1,1,10,0,5,0,0,-1,N78,2068-08,5,1,800000,5.0,1,0,0,0,0,1,0
370,2610076,0:08,1,34,1,1,10,0,2,0,0,-1,N78,2070-08,5,1,500000,9.0,1,0,0,0,0,1,0
371,2610077,0:09,1,46,1,1,6,0,5,0,0,-1,0,-1,5,1,300000,0.0,1,0,0,0,0,1,0
372,2610078,0:10,1,45,1,1,0,0,5,0,0,-1,N56,2056-01,5,1,80000,0.0,0,0,0,0,0,1,0
373,2610079,0:09,1,42,1,1,7,0,5,0,0,-1,N78,2058-11,5,1,300000,0.0,1,0,0,0,0,1,0
374,2610081,0:06,1,25,0,1,12,PII,4,0,0,-1,0,-1,5,1,1000000,0.0,1,0,0,0,0,1,0
375,2610083,0:02,1,54,0,1,4,0,5,1,0,-1,N56,2072-11,5,0,50000,0.0,0,0,0,0,0,1,0
376,2610084,0:09,1,28,0,0,10,0,5,1,0,-1,0,-1,1,1,400000,0.0,1,1,0,0,0,0,0
377,2610085,0:07,1,61,0,1,10,0,5,1,0,-1,F091,2018-01,3,1,800000,0.0,1,0,0,1,0,0,0
378,2610086,0:08,1,53,1,1,0,0,5,0,0,-1,0,-1,1,1,400000,0.0,0,1,0,0,0,0,0
379,2610087,0:20,1,43,1,1,5,0,5,0,0,-1,N10,2053-04,2,0,210000,0.0,0,0,1,0,0,0,0
380,2610088,0:05,1,39,1,1,1,0,5,0,0,-1,N62,2060-11,3,0,50000,0.0,0,0,0,1,0,0,0
381,2610090,0:05,1,62,0,1,4,0,5,0,0,-1,N23,2052-09,2,1,500000,0.0,0,0,1,0,0,0,0
382,2610091,0:07,1,56,0,1,2,0,5,0,0,-1,0,-1,3,1,100000,0.0,0,0,0,1,0,0,0
383,2610092,0:05,1,53,0,1,0,0,5,0,0,-1,0,-1,5,1,150000,0.0,0,0,0,0,0,1,0
384,2610093,0:10,1,29,1,1,9,0,5,0,0,-1,N56,2070-06,6,1,500000,0.0,1,0,0,0,0,0,1
385,2610095,0:03,1,39,1,1,4,0,2,0,0,-1,N67,2050-02,2,1,120000,0.0,0,0,1,0,0,0,0
386,2610100,0:06,1,32,1,1,4,0,6,0,0,-1,N56,2068-09,6,1,300000,0.0,0,0,0,0,0,0,1
387,2610101,0:09,1,29,1,1,6,0,6,0,0,-1,N56,2073-03,3,1,300000,0.0,1,0,0,1,0,0,0
388,2610102,0:06,1,27,1,1,8,0,5,0,0,-1,N56,2070-10,3,1,100000,0.0,1,0,0,1,0,0,0
389,2610103,0:08,1,45,1,1,4,0,5,0,0,-1,N56,2055-10,1,1,120000,0.0,0,1,0,0,0,0,0
390,2610104,0:09,1,77,0,1,0,0,5,0,0,-1,N64,2021-10,3,1,50000,0.0,0,0,0,1,0,0,0
391,2610105,0:07,1,49,1,1,0,0,5,0,0,-1,N78,2055-01,3,1,150000,0.0,0,0,0,1,0,0,0
392,2610106,0:05,1,38,1,1,3,0,5,1,0,-1,0,-1,3,1,200000,0.0,0,0,0,1,0,0,0
393,2610107,0:09,1,43,1,1,10,0,5,0,0,-1,0,-1,2,1,40000,0.0,1,0,1,0,0,0,0
394,2610108,0:07,1,39,1,1,7,0,5,0,0,-1,0,-1,2,1,450000,0.0,1,0,1,0,0,0,0
395,2610109,0:10,1,72,1,3,0,0,5,0,0,-1,N62,2025-08,2,0,70000,0.0,0,0,1,0,0,0,0
396,2610111,0:05,1,60,0,1,4,0,1,0,0,-1,N62,2045-10,2,1,320000,0.0,0,0,1,0,0,0,0
397,2610118,0:06,1,21,1,1,9,0,6,0,0,-1,N65,2074-11,1,0,80000,0.0,1,1,0,0,0,0,0
398,2610119,0:08,1,21,1,1,8,0,6,0,0,-1,N78,2073-08,1,1,65000,0.0,1,1,0,0,0,0,0
399,2610123,0:05,1,36,1,1,5,0,5,0,0,-1,N56,2076-06,3,1,45000,0.0,0,0,0,1,0,0,0
400,2610124,0:07,1,39,1,1,0,0,2,0,0,-1,N78,2067-12,3,1,35000,0.0,0,0,0,1,0,0,0
401,2611001,0:06,1,35,1,1,12,0,5,0,0,-1,N65,2073-02,4,0,200000,0.0,1,0,0,0,1,0,0
402,2611002,0:06,1,43,0,1,7,0,2,1,F966,2062-06,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
403,2611003,0:07,1,40,0,1,10,0,5,1,F974,2064-12,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
404,2611004,0:06,1,44,1,1,8,0,5,0,0,-1,0,-1,5,1,750000,0.0,1,0,0,0,0,1,0
405,2611005,0:07,1,50,0,1,6,0,5,1,F974,2064-02,0,-1,5,1,500000,0.0,1,0,0,0,0,1,0
406,2611006,0:15,1,43,1,1,10,0,5,0,0,-1,0,-1,1,1,900000,0.0,1,1,0,0,0,0,0
407,2611007,0:09,1,60,0,1,8,0,5,1,0,-1,N65,2075-10,4,1,150000,0.0,1,0,0,0,1,0,0
408,2611008,0:09,1,46,1,1,0,0,5,0,0,-1,0,-1,3,1,350000,0.0,0,0,0,1,0,0,0
409,2611009,0:08,1,45,0,1,10,0,1,1,0,-1,N65,2073-12,2,0,300000,0.0,1,0,1,0,0,0,0
410,2611010,0:05,1,41,0,1,8,0,5,0,0,-1,0,-1,5,1,150000,0.0,1,0,0,0,0,1,0
411,2611011,0:06,1,28,1,1,3,0,5,0,0,-1,0,-1,5,1,250000,0.0,0,0,0,0,0,1,0
412,2611012,0:05,1,56,0,1,10,0,5,1,0,-1,N56,2036-04,3,1,200000,0.0,1,0,0,1,0,0,0
413,2611013,0:07,1,25,1,1,7,0,5,0,0,-1,N56,2070-01,5,1,250000,2.0,1,0,0,0,0,1,0
414,2611014,0:06,1,27,1,1,10,0,5,0,0,-1,N61,2073-07,3,1,300000,0.0,1,0,0,1,0,0,0
415,2611015,0:07,1,37,1,1,3,0,5,1,0,-1,N79,2068-05,3,1,200000,0.0,0,0,0,1,0,0,0
416,2611016,0:05,1,37,1,1,12,0,5,0,0,-1,N56,2062-08,1,1,1000000,8.0,1,1,0,0,0,0,0
417,2611017,0:05,1,36,1,1,9,0,5,0,0,-1,N56,2061-01,1,1,1500000,0.0,1,1,0,0,0,0,0
418,2611018,0:04,1,68,0,1,0,0,5,0,0,-1,0,-1,5,1,180000,0.0,0,0,0,0,0,1,0
419,2611019,0:04,1,33,1,1,4,0,5,0,0,-1,N78,2074-01,5,0,120000,0.0,0,0,0,0,0,1,0
420,2611020,0:06,1,22,1,1,9,0,6,0,0,-1,N78,2075-07,5,1,40000,0.0,1,0,0,0,0,1,0
421,2611021,0:07,1,33,1,3,8,0,5,0,0,-1,N56,2062-01,5,1,100000,0.0,1,0,0,0,0,1,0
422,2611024,0:07,1,40,0,1,7,0,5,1,0,-1,0,-1,3,1,250000,0.0,1,0,0,1,0,0,0
423,2611025,0:07,1,29,1,1,5,0,5,0,0,-1,0,-1,3,1,250000,0.0,0,0,0,1,0,0,0
424,2611026,0:08,1,40,1,1,1,0,5,0,0,-1,N64,2060-11,3,1,450000,0.0,0,0,0,1,0,0,0
425,2611027,0:10,1,40,1,1,0,0,5,0,0,-1,N78,2054-11,3,1,300000,0.0,0,0,0,1,0,0,0
426,2611028,0:07,1,62,1,1,0,0,5,1,0,-1,N62,2031,3,1,150000,0.0,0,0,0,1,0,0,0
427,2611030,0:05,1,51,1,1,1,0,5,0,0,-1,N56,2046-03,3,1,230000,0.0,0,0,0,1,0,0,0
428,2611032,0:07,1,59,0,1,0,0,5,0,0,-1,0,-1,5,1,250000,0.0,0,0,0,0,0,1,0
429,2611033,0:03,1,44,0,1,10,0,5,1,0,-1,0,-1,5,1,200000,0.0,1,0,0,0,0,1,0
430,2611034,0:08,1,37,1,1,7,0,5,0,0,-1,N56,2072-01,5,1,200000,0.0,1,0,0,0,0,1,0
431,2611036,0:06,1,64,0,1,5,0,1,1,0,-1,N62,2020-01,1,1,200000,0.0,0,1,0,0,0,0,0
432,2611037,0:08,1,65,0,1,7,0,5,0,0,-1,0,-1,5,1,50000,0.0,1,0,0,0,0,1,0
